Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Mauritius,MUS,CO2 emissions (kt),EN.ATM.CO2E.KT,1463.133,1521.805,1708.822,1774.828,1624.481,1829.833,1950.844,1998.515,2170.864,2427.554,2691.578,2863.927,2885.929,3061.945,3091.281,3296.633,3630.33,3689.002,3769.676,3696.336,3916.356,3920.023,4070.37,3725.672,..,..,..
Mauritius,MUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.381911171,1.421894183,1.575762997,1.617341034,1.459753641,1.630203206,1.720327056,1.740436164,1.870755528,2.065534045,2.267789393,2.39401331,2.395715333,2.523504784,2.53175545,2.683999401,2.94193012,2.97588958,3.029991456,2.963163435,3.132082534,3.129998786,3.241044939,2.960046971,..,..,..
Mauritius,MUS,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,37.93103448,38.4,37.12121212,36.05442177,39.73509934,40.64516129,42.85714286,43.20987654,46.9273743,46.36363636,47.73662551,49.609375,49.42528736,50.18181818,50.54151625,53.04054054,56.06060606,58.7020649,58.50144092,59.06432749,60.38251366,60.43956044,60.58981233,61.35770235,..,..,..
Mauritius,MUS,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..
Mauritius,MUS,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,86.46616541,88.6746988,88.84120172,90.70247934,94.35665914,90.98196393,94.36090226,93.94495413,92.56756757,86.70694864,77.92915531,75.92829706,74.45997459,75.4491018,78.41043891,74.08231368,68.68686869,64.11530815,59.04669261,61.80555556,59.83146067,61.55285313,60.99099099,55.11811024,..,..,..
Mauritius,MUS,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,13.79310345,15.2,15.15151515,18.36734694,15.89403974,15.48387097,15.52795031,15.43209877,15.08379888,14.54545455,14.81481481,15.234375,14.55938697,14.18181818,12.99638989,11.82432432,12.42424242,11.79941003,12.68011527,10.52631579,9.56284153,9.340659341,8.847184987,8.355091384,..,..,..
Mauritius,MUS,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,-4.49E-16,-4.16E-16,-0.757575758,5.90E-16,0.662251656,5.60E-16,0.621118012,0.617283951,0.558659218,0.454545455,0.411522634,0.390625,0.383141762,6.31E-16,-3.76E-16,0.337837838,0.303030303,0.294985251,0.288184438,0.292397661,0.273224044,0.274725275,0.268096515,-5.44E-16,..,..,..
Mauritius,MUS,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,10.34482759,9.6,9.848484848,8.843537415,7.947019868,8.387096774,8.074534161,8.024691358,7.82122905,6.363636364,6.172839506,5.859375,5.747126437,6.181818182,6.498194946,6.081081081,5.151515152,4.719764012,4.610951009,4.678362573,4.644808743,4.67032967,4.557640751,4.699738903,..,..,..
Mauritius,MUS,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,13.53383459,11.56626506,11.15879828,9.504132231,5.643340858,9.218436874,5.639097744,6.055045872,7.432432432,13.29305136,22.07084469,24.07170294,25.54002541,24.5508982,21.58956109,25.80645161,31.31313131,35.88469185,40.95330739,38.19444444,40.16853933,38.44714687,39.00900901,44.88188976,..,..,..
Mauritius,MUS,Surface area (sq. km),AG.SRF.TOTL.K2,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,..
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,2653485952,2856889160,3224265821,3263363787,3558143644,4040342060,4421952123,4187375887,4169672975,4291171396,4582562399,4536544700,4767303154,5609836355,6385691317,6283796155,6731529168,7792052680,9641089805,8834661043,9718233911,11252386261,11445657238,11931866299,12612959480,11510952257,..
Mauritius,MUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.186736771,4.435446229,6.512698604,5.082062936,4.136142909,4.28773666,5.587843841,5.687477445,6.070628116,2.610779527,9.026614099,2.573570288,2.11331329,3.656856398,5.745767527,1.241387538,3.947653044,5.890498632,5.511089889,3.048982486,4.100201815,3.889883083,3.221946714,3.189178155,3.624025462,3.500010227,..
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,2506.184933,2669.326279,2973.205385,2973.793608,3197.336958,3599.551751,3899.442435,3646.637842,3593.241569,3651.231078,3861.038543,3792.187577,3957.512906,4623.351784,5229.873568,5116.039642,5455.06563,6285.78905,7749.318438,7082.2957,7772.100057,8984.629769,9113.640643,9479.86959,10002.87048,9116.827715,..
Mexico,MEX,"Population, total",SP.POP.TOTL,85609404,87347208,89110043,90887097,92663664,94426946,96181710,97925825,99632299,101266570,102808590,104239563,105578297,106888418,108257822,109747906,111382857,113139374,114972821,116815612,118617542,120365271,122070963,123740109,125385833,127017224,..
Mexico,MEX,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.609912501,0.5881256,0.558835621,0.430630402,0.424324747,0.435749491,0.42529574,0.410730853,0.405200309,0.389085937,0.360573413,0.368432645,0.358651983,0.358657724,0.339649538,0.328693025,0.304153005,0.295664205,0.289162818,0.276817028,0.256993931,0.246158335,0.241834134,0.243009635,..,..,..
Mexico,MEX,CO2 emissions (kt),EN.ATM.CO2E.KT,314291.236,326374.001,328698.879,330448.038,348133.979,328291.842,341482.041,359046.971,374063.336,382607.446,382508.437,395636.297,391859.287,405918.565,411767.43,435437.915,445291.144,458866.378,474491.465,450582.625,445162.799,466779.764,480883.046,488602.081,..,..,..
Mexico,MEX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.671223269,3.736513261,3.688685,3.63580804,3.756963236,3.476675418,3.550384382,3.666519746,3.754438468,3.778220651,3.720588299,3.795452375,3.711551504,3.797591662,3.803581325,3.967619346,3.99784272,4.055762037,4.126988108,3.857212382,3.752925507,3.878026944,3.93937292,3.948615246,..,..,..
Mexico,MEX,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,35.84694821,39.14968377,38.57222493,39.88259298,41.91914142,41.43387244,41.14142259,41.85994145,43.31135044,43.79477132,44.41698887,45.89584661,45.37552551,45.61408404,43.46011259,44.48199083,42.76753712,42.56526674,40.97723626,42.91270964,43.53077592,44.6901415,44.7406041,45.09031344,..,..,..
Mexico,MEX,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,16.85256919,16.94774333,16.93273983,16.30379297,16.06539073,17.40723365,17.96441266,16.58717433,16.80358403,16.65165136,17.32223831,17.13303241,19.3971608,20.16351235,20.93953157,20.02779064,22.12843402,23.14159221,23.65779203,24.66734486,27.41171528,27.59167897,27.85462642,28.83753743,..,..,..
Mexico,MEX,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,74.49596304,74.69972922,74.20931089,74.06063431,73.59090765,71.17820521,68.49328308,69.05109638,68.97694298,70.06076406,68.75976647,69.53962796,66.35442304,65.21432766,66.4413572,65.74676828,63.21974438,61.90244058,60.05564357,60.78535097,59.01134295,58.50249819,60.0398054,56.96584436,..,..,..
Mexico,MEX,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,21.7324291,19.68376669,19.70594384,16.5014139,15.86841316,16.36911013,17.57656904,17.24515071,17.05590513,15.77175044,15.0120643,13.30881075,14.04385865,12.82294515,13.55210765,12.88015717,13.43317972,13.30750629,12.56518251,11.5225298,11.73784907,11.91098865,11.95065714,14.57189658,..,..,..
Mexico,MEX,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,1.976726264,1.869290232,1.863981604,1.925761535,1.693164017,1.830847861,1.891213389,1.936500788,1.815101646,2.026571971,1.921567487,1.891328274,1.786728781,1.869315328,1.930523136,1.94891945,2.007168459,2.003651977,2.113417569,2.174681754,2.070248333,2.068836688,2.169702559,1.974499734,..,..,..
Mexico,MEX,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,8.007090012,7.6528461,8.236359836,8.673085872,8.485818085,8.912693412,8.441841004,7.990478335,7.835188771,7.224637237,7.674641705,7.51897121,7.442336098,6.986217287,7.041054511,6.394237066,6.367127496,6.030696343,6.011833133,5.816831683,5.72519084,5.470975576,5.469218354,5.02257836,..,..,..
Mexico,MEX,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,4.285480935,3.942563734,4.204736883,4.749539472,5.370930196,6.500904765,7.283914822,7.135926792,6.960238413,6.997450593,7.230301694,7.495527894,8.620544446,9.244319978,7.662302966,9.120384016,8.933394822,8.422970576,6.980176977,7.71353001,7.954068058,8.446720925,7.723924416,10.10109349,..,..,..
Mexico,MEX,Surface area (sq. km),AG.SRF.TOTL.K2,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,..
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,2.63E+11,3.14E+11,3.64E+11,5.04E+11,5.27E+11,3.44E+11,3.97E+11,4.81E+11,5.02E+11,5.79E+11,6.84E+11,7.25E+11,7.42E+11,7.13E+11,7.70E+11,8.66E+11,9.65E+11,1.04E+12,1.10E+12,8.95E+11,1.05E+12,1.17E+12,1.19E+12,1.26E+12,1.30E+12,1.14E+12,..
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.068306312,4.222250716,3.628658714,4.061425854,4.727354829,-5.75868238,5.874766683,6.962888801,4.701842416,2.667013147,5.296473838,-0.60549239,0.131917169,1.422671242,4.295714251,3.032573659,4.944514348,3.204123017,1.40029037,-4.700338863,5.11019849,4.044613879,4.018173869,1.34536242,2.250316467,2.546869971,..
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,3068.702424,3600.045185,4080.452175,5544.932462,5690.674713,3640.833419,4131.805706,4907.333152,5038.629775,5722.122139,6649.716534,6952.289039,7023.787276,6673.166974,7115.121769,7893.968234,8666.335353,9222.883991,9578.570562,7661.208405,8861.49372,9730.277761,9720.561674,10197.44456,10350.81469,9009.261163,..
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,96331,98800,101412,103937,106057,107556,108342,108506,108236,107808,107430,107170,106983,106816,106575,106198,105680,105080,104472,103961,103619,103476,103516,103718,104044,104460,..
"Micronesia, Fed. Sts.",FSM,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,..,..,..,..,..,..,..,0.327112045,0.329277166,0.465291155,0.50306713,0.627129116,0.511636907,0.492639135,0.495465227,0.387641229,0.388117588,0.442772426,0.3770981,0.516719392,0.357178523,0.363704575,0.395708081,0.414092738,..,..,..
"Micronesia, Fed. Sts.",FSM,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,77.007,80.674,117.344,135.679,176.016,146.68,146.68,146.68,121.011,124.678,143.013,121.011,168.682,121.011,128.345,143.013,146.68,..,..,..
"Micronesia, Fed. Sts.",FSM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,0.709702689,0.745352748,1.088453547,1.26295262,1.642399925,1.371058953,1.373202516,1.376307764,1.139484736,1.179769114,1.360991625,1.158310361,1.622550764,1.167845665,1.240335923,1.381554542,1.414219325,..,..,..
"Micronesia, Fed. Sts.",FSM,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..
"Micronesia, Fed. Sts.",FSM,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..,..
"Micronesia, Fed. Sts.",FSM,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..
"Micronesia, Fed. Sts.",FSM,Surface area (sq. km),AG.SRF.TOTL.K2,..,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,..
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,147200000,166200000,178100000,198400000,202500000,222103600,218845700,206900300,219646200,220660500,233226300,240051900,241543400,244991000,239563300,249845600,252991200,255890800,261339600,277510900,294117200,310287500,325835160.3,315725617,318071978.6,..,..
"Micronesia, Fed. Sts.",FSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.740926857,7.427341227,4.008016032,8.140655106,-0.534521158,7.084012539,-3.111552175,-6.065738569,2.955722519,1.383750704,4.5632095,1.747193334,0.599899534,1.825861414,-3.231262222,2.160556312,-0.163398426,-2.059676851,-2.559644172,0.961955354,2.530578819,2.050567151,0.564168715,-3.561518835,-3.402898057,..,..
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,1528.064694,1682.186235,1756.202422,1908.848629,1909.350632,2065.004277,2019.952558,1906.809762,2029.326657,2046.791518,2170.960626,2239.916954,2257.773665,2293.579614,2247.837673,2352.639409,2393.936412,2435.199848,2501.527682,2669.375054,2838.448547,2998.642197,3147.679202,3044.077373,3057.091025,..,..
Moldova,MDA,"Population, total",SP.POP.TOTL,3696000,3704000,3706000,3701000,3691000,3675099,3667748,3654208,3652732,3647001,3639592,3631462,3623062,3612874,3603945,3595187,3585209,3576910,3570108,3565604,3562045,3559986,3559519,3558566,3556397,3554150,..
Moldova,MDA,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,..,..,2.165915654,1.595754037,1.749234425,1.608688165,1.715648852,1.02297211,0.955993906,0.699978164,0.522942809,0.509561604,0.499553179,0.494545181,0.475681309,0.460855986,0.435275367,0.385395938,0.358168234,0.360124539,0.360052362,0.33865279,0.327316239,0.297470851,..,..,..
Moldova,MDA,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,20971.573,15628.754,12090.099,11191.684,11521.714,7099.312,6270.57,4503.076,3512.986,3714.671,3986.029,4290.39,4554.414,4895.445,4994.454,4679.092,4778.101,4550.747,4932.115,5038.458,4924.781,4976.119,..,..,..
Moldova,MDA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,5.658816244,4.222846258,3.275561907,3.045274155,3.141359221,1.942777204,1.716679461,1.234733964,0.965214233,1.022913361,1.100182387,1.187528267,1.263730162,1.361666306,1.393071924,1.30813803,1.338363153,1.276290637,1.384630177,1.415302757,1.383552384,1.398349504,..,..,..
Moldova,MDA,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,44.75753604,51.52501017,66.12903226,61.70588235,58.435916,52.14465938,58.57002938,55.31686359,58.83748517,61.06442577,62.2324159,63.15789474,57.75862069,55.85106383,49.39919893,49.09090909,50.59920107,50.33921303,50.74829932,52.13204952,47.51592357,45.01278772,46.65792923,41.64179104,..,..,..
Moldova,MDA,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,..,..,33.37996153,33.41154388,41.58325751,52.39187418,58.21133036,48.86363636,49.76608187,57.8990228,49.89561587,51.72754195,48.29806808,47.94871795,46.215781,48.31460674,47.28340675,46.55172414,42.74750576,41.25705077,40.22304833,38.06404658,37.08116158,34.63522476,..,..,..
Moldova,MDA,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,..,..,45.82969051,40.73205068,27.66151046,27.29357798,24.41120306,36.20867769,33.91812865,31.51465798,36.53444676,38.5982231,40.93836247,41.1965812,41.94847021,39.25093633,37.44493392,41.30094044,42.59401381,43.43271555,44.08921933,45.41484716,42.36783321,43.183493,..,..,..
Moldova,MDA,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,6.716906946,8.824725498,6.048387097,7.352941176,7.241129616,8.326324643,6.758080313,7.841031149,7.117437722,6.442577031,7.645259939,7.30994152,7.471264368,7.446808511,8.67823765,12.98701299,9.853528628,11.66892809,9.387755102,8.115543329,11.97452229,13.29923274,13.89252949,11.94029851,..,..,..
Moldova,MDA,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,37.7129751,26.67751118,7.711693548,7.941176471,8.399710355,8.999158957,6.66013712,6.766917293,6.049822064,5.042016807,3.822629969,3.65497076,4.597701149,3.723404255,3.47129506,2.727272727,2.92942743,2.713704206,2.721088435,2.063273728,1.910828025,2.173913043,1.703800786,1.940298507,..,..,..
Moldova,MDA,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,2.916120577,3.782025214,9.022177419,14.64705882,16.43736423,19.6804037,14.20176298,15.35982814,15.18386714,17.36694678,15.44342508,15.49707602,16.37931034,17.95212766,21.7623498,19.74025974,20.6391478,17.63907734,18.63945578,20.35763411,20.38216561,20.46035806,19.39711664,22.08955224,..,..,..
Moldova,MDA,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,..,..,19.12921839,25.52792116,30.60357901,20.08519004,17.21833227,14.04958678,15.67251462,9.93485342,10.43841336,7.008884501,6.991720331,7.863247863,7.004830918,5.842696629,6.901615272,3.605015674,6.830391404,7.655116841,6.617100372,6.622998544,8.413998511,11.1274871,..,..,..
Moldova,MDA,Surface area (sq. km),AG.SRF.TOTL.K2,33760,33760,33760,33840,33840,33850,33850,33840,33840,33840,33840,33840,33840,33840,33850,33850,33850,33850,33850,33850,33850,33850,33850,33850,33850,33850,..
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,3592856080,3083333333,2320435308,2371711383,1702292856,1752975841,1695130457,1930071407,1639497207,1170785048,1288420223,1480656884,1661818168,1980901554,2598231467,2988338439,3408272498,4401154128,6054806101,5439422031,5811604052,7015206498,7284686576,7985349731,7983271111,6551161404,..
Moldova,MDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.399999825,-16.00000025,-29.09999991,-1.199999977,-30.90000025,-1.39999901,-5.200000511,1.6,-6.49999995,-3.400000332,2.100000277,6.100000042,7.800000106,6.600000426,7.410062486,7.487164565,4.798521976,3.067943527,7.764846405,-5.989579853,7.094071762,6.414350738,-0.700000351,9.396806409,4.8,-0.5,..
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,972.0930952,832.4334053,626.1293331,640.8298793,461.2009904,476.9873795,462.1720076,528.177763,448.8413622,321.0267965,354.001279,407.7302432,458.6778168,548.2896867,720.9409321,831.2052862,950.6482044,1230.434685,1695.972811,1525.526119,1631.535832,1970.571373,2046.536787,2243.979662,2244.763762,1843.242802,..
Monaco,MCO,"Population, total",SP.POP.TOTL,29438,29626,29864,30138,30423,30700,30971,31242,31517,31795,32081,32364,32648,32960,33339,33808,34384,35046,35731,36351,36845,37189,37404,37528,37623,37731,..
Monaco,MCO,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,Surface area (sq. km),AG.SRF.TOTL.K2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,..
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,2481316054,2480497548,2737066956,2574439973,2720297739,3130270919,3137848783,2840182192,2934578789,2906009308,2647883820,2671401083,2905973022,3588988601,4110348444,4280072626,4663488363,5974371696,6919241412,5557245122,5350674803,6074884389,..,..,..,..,..
Monaco,MCO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.643454173,1.015129919,1.366636037,-0.913915597,2.215624119,2.117151226,1.110730405,2.237247543,3.503268192,3.300541382,3.910231911,2.187729373,1.026496836,1.087535488,2.470486213,1.895413784,5.049346202,14.58244232,10,..,..,..,..,..,..,..,..
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,84289.55954,83727.0488,91651.04996,85421.72583,89415.82812,101963.2221,101315.7077,90909.10287,93110.98102,91398.3113,82537.44647,82542.36444,89009.22023,108889.2173,123289.4941,126599.4033,135629.6057,170472.2849,193648.1322,152877.3657,145221.1916,163351.6467,..,..,..,..,..
Mongolia,MNG,"Population, total",SP.POP.TOTL,2184145,2217920,2243506,2263204,2280495,2298038,2316571,2335694,2355588,2376165,2397438,2419729,2443503,2469045,2496621,2526447,2558484,2592776,2629666,2669572,2712657,2759074,2808339,2859174,2909871,2959134,..
Mongolia,MNG,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,1.381323952,1.782302017,1.740230403,1.479103731,1.213602555,1.113938236,1.086398639,0.98539739,0.943312091,0.883405941,0.848575059,0.846422195,0.836675904,0.743213771,0.695928123,0.629443372,0.617237505,0.7003117,0.629361722,0.68852773,1.203674836,1.124633724,1.166547591,1.306492864,..,..,..
Mongolia,MNG,CO2 emissions (kt),EN.ATM.CO2E.KT,9988.908,12159.772,11019.335,9284.844,7946.389,7920.72,8041.731,7708.034,7708.034,7554.02,7506.349,7884.05,8287.42,8034.397,8551.444,8562.445,9394.854,12064.43,12038.761,13102.191,24660.575,27583.174,32727.975,41591.114,..,..,..
Mongolia,MNG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.573372189,5.482511542,4.91165836,4.102521911,3.48450183,3.446731516,3.471394142,3.30010438,3.272233515,3.179080577,3.130987746,3.258236769,3.391614416,3.254050453,3.42520711,3.389125123,3.67203938,4.653093827,4.578057061,4.907974387,9.090930036,9.997257776,11.65385482,14.54654876,..,..,..
Mongolia,MNG,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,51.55520995,56.16065351,62.55850234,61.06418919,64.5631068,64.3902439,67.70472895,64.89988221,73.4741784,71.56177156,73.38530067,71.65178571,73.11715481,70.11866235,69.95798319,69.72727273,61.39497161,62.22910217,61.89735614,61.40221402,63.03886926,59.91019885,58.82352941,59.75348339,..,..,..
Mongolia,MNG,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..
Mongolia,MNG,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,24.59618209,15.31966224,15.87354409,17.69352291,13.79787725,12.87037037,14.31828545,14.60513796,15.74690771,15.87378641,17.53786028,18.88372093,17.25663717,19.48881789,20.19725557,19.70021413,20.76502732,19.87841945,21.23058178,17.77218024,10.02230483,11.00771072,10.40896359,8.834420737,..,..,..
Mongolia,MNG,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,21.85069984,23.34921715,20.67082683,20.27027027,17.66990291,19.02439024,12.68742791,18.13898704,11.50234742,10.13986014,7.0155902,6.808035714,6.79916318,7.443365696,7.352941176,6.818181818,17.76155718,12.30650155,12.59720062,10.40590406,11.44876325,12.76459269,14.15259173,11.73633441,..,..,..
Mongolia,MNG,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,8.164852255,2.654867257,6.08424337,3.293918919,3.398058252,5.365853659,6.805074971,2.591283863,2.582159624,5.244755245,2.227171492,5.691964286,2.719665272,4.314994606,3.676470588,4.181818182,5.271695053,7.275541796,7.465007776,6.125461255,4.522968198,6.92751764,7.746068725,9.324758842,..,..,..
Mongolia,MNG,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,6.376360809,11.09598366,3.822152886,7.010135135,7.86407767,3.024390244,2.652825836,4.829210836,3.286384977,3.496503497,6.570155902,5.46875,6.589958159,7.335490831,6.932773109,9.909090909,5.271695053,6.346749226,5.443234837,11.14391144,10.74204947,9.36497755,7.920792079,9.056806002,..,..,..
